dispute_id,transaction_id,merchant_id,customer_id,network,reason_code,reason_description,dispute_created_at,dispute_amount,contest_fee,operational_review_cost,respond_by,days_to_deadline,merchant_action,dispute_outcome,resolution_date
DSP000553,TXN0120055,M000207,,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-02-02,2999,596,186,2025-02-10,8,contested,won,2025-03-02
DSP000554,TXN0120650,M000207,,Mastercard,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-08-05,9999,565,162,2025-08-21,16,contested,won,2025-08-31
DSP000555,TXN0119514,M000207,CUS0042953,Visa,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-03-02,2999,581,209,2025-03-19,17,contested,won,2025-04-16
DSP000556,TXN0121293,M000207,,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2026-01-06,49999,0,0,2026-01-23,17,accepted,accepted_refunded,
DSP000557,TXN0120668,M000207,CUS0042862,Visa,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-10-02,9999,627,201,2025-10-11,9,contested,lost,2025-10-26
DSP000558,TXN0121282,M000207,CUS0042834,RuPay,SERVICE_NOT_RENDERED,Service Not Rendered,2025-10-18,49999,508,239,2025-11-02,15,contested,lost,2025-11-24
DSP000559,TXN0119201,M000207,CUS0043212,Visa,SERVICE_NOT_RENDERED,Service Not Rendered,2025-08-17,2999,0,0,2025-08-31,14,accepted,accepted_refunded,
DSP000560,TXN0121024,M000207,CUS0043180,Visa,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-09-25,9999,541,254,2025-10-09,14,contested,lost,2025-10-25
DSP000561,TXN0123826,M000208,CUS0044308,Visa,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-03-12,2349,0,0,2025-03-21,9,accepted,accepted_refunded,
DSP000562,TXN0122916,M000208,CUS0043538,Visa,DUPLICATE_TRANSACTION,Duplicate Transaction,2025-11-02,945,463,288,2025-11-21,19,contested,won,2025-12-13
DSP000563,TXN0123817,M000208,CUS0044244,RuPay,MERCHANDISE_NOT_RECEIVED,Merchandise Not Received,2025-06-29,1695,455,214,2025-07-12,13,contested,won,2025-07-16
DSP000564,TXN0122814,M000208,,Visa,DUPLICATE_TRANSACTION,Duplicate Transaction,2025-10-11,3299,564,164,2025-10-30,19,contested,won,2025-11-06
DSP000565,TXN0122514,M000208,CUS0043653,Mastercard,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-08-18,2195,607,269,2025-09-01,14,contested,won,2025-09-26
DSP000566,TXN0123576,M000208,,Visa,MERCHANDISE_NOT_RECEIVED,Merchandise Not Received,2025-05-29,2345,0,0,2025-06-11,13,accepted,accepted_refunded,
DSP000567,TXN0122992,M000208,,Mastercard,DUPLICATE_TRANSACTION,Duplicate Transaction,2025-08-31,439,581,221,2025-09-20,20,contested,won,2025-09-25
DSP000568,TXN0123989,M000208,,Visa,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-08-31,469,462,214,2025-09-18,18,contested,lost,2025-10-15
DSP000569,TXN0122608,M000208,,Visa,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-11-13,549,743,253,2025-11-28,15,contested,won,2025-12-20
DSP000570,TXN0123488,M000208,,Mastercard,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-02-25,649,0,0,2025-03-15,18,accepted,accepted_refunded,
DSP000571,TXN0121815,M000208,,RuPay,MERCHANDISE_NOT_RECEIVED,Merchandise Not Received,2025-05-26,4149,491,283,2025-06-03,8,contested,lost,2025-06-27
DSP000572,TXN0123260,M000208,,Visa,DUPLICATE_TRANSACTION,Duplicate Transaction,2025-07-10,10299,689,157,2025-07-17,7,contested,won,2025-07-26
DSP000573,TXN0122445,M000208,,Visa,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-03-13,5299,583,267,2025-03-29,16,contested,won,2025-04-12
DSP000574,TXN0125658,M000209,CUS0044698,Visa,MERCHANDISE_NOT_RECEIVED,Merchandise Not Received,2025-09-10,3195,553,277,2025-09-22,12,contested,lost,2025-09-24
DSP000575,TXN0126963,M000209,CUS0044689,Visa,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-11-01,945,589,219,2025-11-16,15,contested,lost,2025-12-12
DSP000576,TXN0126307,M000209,CUS0044476,Visa,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-02-17,3899,0,0,2025-02-25,8,accepted,accepted_refunded,
DSP000577,TXN0124474,M000209,,Visa,DUPLICATE_TRANSACTION,Duplicate Transaction,2025-06-26,849,705,218,2025-07-08,12,contested,won,2025-08-07
DSP000578,TXN0124846,M000209,CUS0045008,RuPay,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-12-13,2249,469,193,2026-01-01,19,contested,won,2025-12-31
DSP000579,TXN0125601,M000209,CUS0044516,Mastercard,MERCHANDISE_NOT_RECEIVED,Merchandise Not Received,2025-06-26,2649,426,190,2025-07-14,18,contested,won,2025-07-30
DSP000580,TXN0128151,M000210,CUS0045955,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-05-22,1499,485,242,2025-06-03,12,contested,won,2025-06-15
DSP000581,TXN0128070,M000210,CUS0045934,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-10-24,1499,0,0,2025-11-06,13,accepted,accepted_refunded,
DSP000582,TXN0129151,M000210,CUS0045423,Mastercard,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-08-22,499,0,0,2025-09-05,14,accepted,accepted_refunded,
DSP000583,TXN0129428,M000210,CUS0045993,Mastercard,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-03-28,499,0,0,2025-04-16,19,accepted,accepted_refunded,
DSP000584,TXN0128137,M000210,,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-09-25,499,709,188,2025-10-13,18,contested,lost,2025-10-11
DSP000585,TXN0128561,M000210,CUS0045448,RuPay,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-07-14,1499,576,231,2025-07-27,13,contested,won,2025-08-21
DSP000586,TXN0127573,M000210,,Mastercard,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2026-01-24,24999,0,0,2026-02-11,18,accepted,accepted_refunded,
DSP000587,TXN0129313,M000210,,RuPay,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-04-27,499,589,249,2025-05-13,16,contested,lost,2025-06-01
DSP000588,TXN0129150,M000210,CUS0045442,Mastercard,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-04-07,499,666,203,2025-04-22,15,contested,lost,2025-05-14
DSP000589,TXN0129147,M000210,CUS0046083,Visa,SERVICE_NOT_RENDERED,Service Not Rendered,2025-08-16,24999,718,257,2025-09-04,19,contested,won,2025-09-03
DSP000590,TXN0128454,M000210,CUS0045462,Visa,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-09-10,499,428,166,2025-09-17,7,contested,won,2025-10-09
DSP000591,TXN0127311,M000210,,Visa,DUPLICATE_TRANSACTION,Duplicate Transaction,2025-11-26,24999,421,206,2025-12-06,10,contested,won,2025-12-28
DSP000592,TXN0129129,M000210,CUS0045828,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-02-24,499,544,299,2025-03-07,11,contested,won,2025-04-05
DSP000593,TXN0128530,M000210,CUS0045424,Visa,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-05-17,499,589,241,2025-06-07,21,contested,won,2025-06-10
DSP000594,TXN0128401,M000210,CUS0045577,Visa,SERVICE_NOT_RENDERED,Service Not Rendered,2026-02-10,499,0,0,2026-02-24,14,accepted,accepted_refunded,
DSP000595,TXN0130552,M000211,CUS0046375,Mastercard,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-08-29,19999,468,256,2025-09-13,15,contested,lost,2025-10-11
DSP000596,TXN0132279,M000211,CUS0046840,Mastercard,DUPLICATE_TRANSACTION,Duplicate Transaction,2026-02-03,399,521,300,2026-02-19,16,contested,won,2026-02-20
DSP000597,TXN0132284,M000211,,RuPay,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-03-11,4999,0,0,2025-03-30,19,accepted,accepted_refunded,
DSP000598,TXN0130779,M000211,CUS0047261,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-07-20,399,411,296,2025-08-07,18,contested,won,2025-08-22
DSP000599,TXN0130994,M000211,CUS0046871,Mastercard,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2026-02-03,399,0,0,2026-02-10,7,accepted,accepted_refunded,
DSP000600,TXN0130664,M000211,,RuPay,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-09-15,9999,526,160,2025-10-06,21,contested,lost,2025-10-27
DSP000601,TXN0131312,M000211,CUS0047208,Visa,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2026-01-20,399,412,154,2026-02-06,17,contested,won,2026-02-23
DSP000602,TXN0131643,M000211,CUS0047114,Visa,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-10-22,4999,400,281,2025-10-30,8,contested,lost,2025-11-06
DSP000603,TXN0129794,M000211,,Mastercard,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2026-02-05,4999,433,212,2026-02-23,18,contested,won,2026-03-18
DSP000604,TXN0133897,M000212,,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-11-26,2499,0,0,2025-12-09,13,accepted,accepted_refunded,
DSP000605,TXN0132560,M000212,,Mastercard,SERVICE_NOT_RENDERED,Service Not Rendered,2025-04-07,2499,0,0,2025-04-14,7,accepted,accepted_refunded,
DSP000606,TXN0132583,M000212,CUS0048216,Visa,SERVICE_NOT_RENDERED,Service Not Rendered,2025-09-09,999,671,281,2025-09-25,16,contested,lost,2025-10-12
DSP000607,TXN0133558,M000212,CUS0047595,RuPay,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-08-22,999,550,244,2025-09-10,19,contested,lost,2025-09-19
DSP000608,TXN0133186,M000212,CUS0047453,Mastercard,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-11-19,999,565,227,2025-12-06,17,contested,lost,2025-12-03
DSP000609,TXN0133281,M000212,CUS0048036,Mastercard,SERVICE_NOT_RENDERED,Service Not Rendered,2025-09-02,999,442,190,2025-09-12,10,contested,lost,2025-10-03
DSP000610,TXN0133659,M000212,CUS0047994,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-08-06,8999,422,192,2025-08-22,16,contested,won,2025-08-25
DSP000611,TXN0134055,M000212,CUS0047857,Visa,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-02-24,999,0,0,2025-03-05,9,accepted,accepted_refunded,
DSP000612,TXN0133019,M000212,CUS0047571,Mastercard,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-10-23,2499,717,222,2025-11-12,20,contested,lost,2025-11-11
DSP000613,TXN0133769,M000212,,RuPay,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-02-16,2499,0,0,2025-02-23,7,accepted,accepted_refunded,
DSP000614,TXN0134429,M000212,CUS0047841,Mastercard,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-12-01,2499,549,201,2025-12-08,7,contested,lost,2025-12-23
DSP000615,TXN0136002,M000213,CUS0048340,RuPay,SERVICE_NOT_RENDERED,Service Not Rendered,2025-04-03,8999,563,263,2025-04-21,18,contested,lost,2025-05-18
DSP000616,TXN0136910,M000213,CUS0048937,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-03-21,24999,464,173,2025-04-10,20,contested,lost,2025-04-26
DSP000617,TXN0135627,M000213,,RuPay,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2026-01-30,8999,416,266,2026-02-13,14,contested,lost,2026-03-11
DSP000618,TXN0137665,M000213,,Visa,SERVICE_NOT_RENDERED,Service Not Rendered,2025-10-28,3999,738,157,2025-11-07,10,contested,won,2025-12-05
DSP000619,TXN0137038,M000213,CUS0048683,Visa,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-12-03,3999,0,0,2025-12-11,8,accepted,accepted_refunded,
DSP000620,TXN0136524,M000213,,Visa,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-04-09,3999,0,0,2025-04-25,16,accepted,accepted_refunded,
DSP000621,TXN0136503,M000213,CUS0048979,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-03-31,24999,0,0,2025-04-14,14,accepted,accepted_refunded,
DSP000622,TXN0136410,M000213,,Mastercard,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2026-01-27,3999,576,213,2026-02-04,8,contested,lost,2026-03-03
DSP000623,TXN0135559,M000213,,Visa,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-04-09,3999,702,249,2025-04-21,12,contested,lost,2025-05-23
DSP000624,TXN0135313,M000213,CUS0049162,Visa,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-03-14,8999,0,0,2025-04-03,20,accepted,accepted_refunded,
DSP000625,TXN0136306,M000213,,Visa,SERVICE_NOT_RENDERED,Service Not Rendered,2025-11-08,3999,0,0,2025-11-19,11,accepted,accepted_refunded,
DSP000626,TXN0135617,M000213,,Mastercard,SERVICE_NOT_RENDERED,Service Not Rendered,2025-07-02,3999,491,252,2025-07-22,20,contested,lost,2025-07-22
DSP000627,TXN0137041,M000213,,Visa,SERVICE_NOT_RENDERED,Service Not Rendered,2025-11-08,24999,548,211,2025-11-18,10,contested,lost,2025-12-04
DSP000628,TXN0137258,M000213,,Visa,SERVICE_NOT_RENDERED,Service Not Rendered,2025-07-14,8999,0,0,2025-07-28,14,accepted,accepted_refunded,
DSP000629,TXN0137617,M000213,CUS0048738,Mastercard,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-04-20,3999,0,0,2025-04-28,8,accepted,accepted_refunded,
DSP000630,TXN0139065,M000214,CUS0049674,Mastercard,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-07-02,2999,573,167,2025-07-19,17,contested,lost,2025-07-21
DSP000631,TXN0139866,M000214,CUS0049827,Mastercard,SERVICE_NOT_RENDERED,Service Not Rendered,2025-12-08,1499,0,0,2025-12-29,21,accepted,accepted_refunded,
DSP000632,TXN0137974,M000214,CUS0049928,Visa,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-06-04,1499,577,207,2025-06-13,9,contested,won,2025-06-18
DSP000633,TXN0138181,M000214,CUS0049263,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2026-03-08,2999,521,223,2026-03-17,9,contested,lost,2026-04-10
DSP000634,TXN0139773,M000214,CUS0049995,Mastercard,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-12-23,2999,589,166,2026-01-07,15,contested,lost,2026-01-12
DSP000635,TXN0138849,M000214,,Mastercard,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-07-01,1499,495,188,2025-07-13,12,contested,lost,2025-07-21
DSP000636,TXN0138008,M000214,CUS0049821,Visa,SERVICE_NOT_RENDERED,Service Not Rendered,2025-12-14,1499,487,175,2025-12-28,14,contested,won,2026-01-08
DSP000637,TXN0137995,M000214,CUS0049258,Visa,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-07-06,2999,693,280,2025-07-23,17,contested,lost,2025-08-03
DSP000638,TXN0138317,M000214,,Visa,SERVICE_NOT_RENDERED,Service Not Rendered,2026-01-01,2999,448,178,2026-01-17,16,contested,won,2026-02-01
DSP000639,TXN0140519,M000215,CUS0050640,Visa,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-03-13,1499,455,249,2025-03-23,10,contested,lost,2025-04-06
DSP000640,TXN0141908,M000215,CUS0050193,RuPay,SERVICE_NOT_RENDERED,Service Not Rendered,2025-04-07,1499,718,236,2025-04-23,16,contested,lost,2025-05-03
DSP000641,TXN0142499,M000215,,RuPay,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-07-28,24999,505,204,2025-08-12,15,contested,lost,2025-08-13
DSP000642,TXN0142451,M000215,CUS0050823,RuPay,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2026-01-03,8999,717,154,2026-01-18,15,contested,lost,2026-01-27
DSP000643,TXN0142661,M000215,CUS0050402,RuPay,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-06-08,1499,463,253,2025-06-18,10,contested,won,2025-07-22
DSP000644,TXN0141635,M000215,CUS0050255,Mastercard,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-06-13,8999,484,203,2025-06-29,16,contested,lost,2025-07-28
DSP000645,TXN0141602,M000215,,Visa,SERVICE_NOT_RENDERED,Service Not Rendered,2025-12-17,1499,0,0,2026-01-04,18,accepted,accepted_refunded,
DSP000646,TXN0141053,M000215,CUS0050203,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-03-31,1499,694,275,2025-04-08,8,contested,lost,2025-05-13
DSP000647,TXN0140854,M000215,CUS0050910,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-05-25,2499,527,155,2025-06-02,8,contested,lost,2025-06-11
DSP000648,TXN0142027,M000215,CUS0050511,Visa,SERVICE_NOT_RENDERED,Service Not Rendered,2026-01-12,1499,0,0,2026-01-22,10,accepted,accepted_refunded,
DSP000649,TXN0143469,M000216,CUS0051675,Mastercard,SERVICE_NOT_RENDERED,Service Not Rendered,2025-06-08,999,487,222,2025-06-15,7,contested,won,2025-06-25
DSP000650,TXN0143950,M000216,,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-11-22,1499,536,245,2025-12-11,19,contested,lost,2025-12-18
DSP000651,TXN0145196,M000216,CUS0051156,Visa,SERVICE_NOT_RENDERED,Service Not Rendered,2025-09-10,1499,0,0,2025-09-21,11,accepted,accepted_refunded,
DSP000652,TXN0144409,M000216,CUS0051188,Mastercard,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-05-12,2499,493,275,2025-05-23,11,contested,lost,2025-06-08
DSP000653,TXN0143494,M000216,,Visa,SERVICE_NOT_RENDERED,Service Not Rendered,2025-04-12,999,686,202,2025-04-26,14,contested,won,2025-05-01
DSP000654,TXN0145398,M000216,CUS0051615,RuPay,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-06-12,1499,628,184,2025-07-02,20,contested,lost,2025-07-23
DSP000655,TXN0143552,M000216,,Visa,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2026-01-04,1499,539,220,2026-01-13,9,contested,lost,2026-01-30
DSP000656,TXN0145424,M000216,,Mastercard,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-12-14,1499,0,0,2026-01-03,20,accepted,accepted_refunded,
DSP000657,TXN0143333,M000216,CUS0051700,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-04-22,999,580,278,2025-04-29,7,contested,lost,2025-05-12
DSP000658,TXN0144247,M000216,CUS0051404,Visa,SERVICE_NOT_RENDERED,Service Not Rendered,2025-06-18,999,411,203,2025-07-02,14,contested,won,2025-07-18
DSP000659,TXN0143390,M000216,CUS0051535,Mastercard,CREDIT_NOT_PROCESSED,Credit Not Processed,2026-01-29,2499,647,258,2026-02-10,12,contested,lost,2026-02-12
DSP000660,TXN0146050,M000217,CUS0052183,RuPay,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-01-31,4999,0,0,2025-02-19,19,accepted,accepted_refunded,
DSP000661,TXN0147335,M000217,CUS0052195,RuPay,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-11-18,9999,488,240,2025-12-05,17,contested,lost,2025-12-06
DSP000662,TXN0147703,M000217,CUS0052083,Mastercard,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2026-01-18,2999,713,160,2026-01-29,11,contested,won,2026-03-02
DSP000663,TXN0147571,M000217,,Mastercard,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-09-07,2999,463,196,2025-09-21,14,contested,won,2025-10-15
DSP000664,TXN0147217,M000217,CUS0052419,RuPay,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2026-02-18,4999,0,0,2026-03-07,17,accepted,accepted_refunded,
DSP000665,TXN0146110,M000217,CUS0052821,RuPay,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-05-23,4999,541,233,2025-05-30,7,contested,won,2025-06-21
DSP000666,TXN0145908,M000217,CUS0052982,RuPay,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-07-02,2999,449,206,2025-07-13,11,contested,lost,2025-08-16
DSP000667,TXN0147794,M000217,CUS0052177,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-10-03,2999,710,206,2025-10-19,16,contested,lost,2025-10-18
DSP000668,TXN0148405,M000217,CUS0052409,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-05-12,2999,462,219,2025-05-31,19,contested,lost,2025-06-04
DSP000669,TXN0146313,M000217,CUS0052970,Mastercard,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-07-11,9999,710,211,2025-07-24,13,contested,won,2025-08-02
DSP000670,TXN0147881,M000217,,Mastercard,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-08-20,4999,495,276,2025-09-10,21,contested,lost,2025-09-29
DSP000671,TXN0148043,M000217,CUS0052604,Visa,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-07-27,4999,630,238,2025-08-17,21,contested,won,2025-08-19
DSP000672,TXN0150726,M000218,CUS0053530,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-12-04,14999,530,288,2025-12-18,14,contested,lost,2025-12-22
DSP000673,TXN0150470,M000218,CUS0053144,Visa,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-06-30,14999,513,221,2025-07-11,11,contested,lost,2025-07-16
DSP000674,TXN0150834,M000218,CUS0053892,RuPay,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-03-05,2499,727,254,2025-03-19,14,contested,lost,2025-04-01
DSP000675,TXN0149206,M000218,,RuPay,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-07-23,2499,658,295,2025-08-11,19,contested,lost,2025-08-08
DSP000676,TXN0150066,M000218,CUS0053445,RuPay,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-02-08,14999,0,0,2025-03-01,21,accepted,accepted_refunded,
DSP000677,TXN0148952,M000218,CUS0053702,Visa,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-11-21,2499,531,263,2025-12-07,16,contested,won,2025-12-29
DSP000678,TXN0150899,M000218,CUS0053094,Visa,DUPLICATE_TRANSACTION,Duplicate Transaction,2025-04-26,2499,704,231,2025-05-06,10,contested,lost,2025-05-19
DSP000679,TXN0148595,M000218,CUS0053594,Mastercard,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-09-27,2499,592,169,2025-10-14,17,contested,lost,2025-11-08
DSP000680,TXN0150989,M000218,,Visa,SERVICE_NOT_RENDERED,Service Not Rendered,2025-05-25,14999,626,168,2025-06-05,11,contested,lost,2025-07-05
DSP000681,TXN0149472,M000218,,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-12-13,2499,500,216,2026-01-02,20,contested,won,2026-01-04
DSP000682,TXN0150151,M000218,,Visa,SERVICE_NOT_RENDERED,Service Not Rendered,2025-02-25,14999,517,174,2025-03-13,16,contested,lost,2025-04-01
DSP000683,TXN0150017,M000218,CUS0053448,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2026-02-20,2499,707,171,2026-03-06,14,contested,lost,2026-03-12
DSP000684,TXN0148567,M000218,CUS0053179,Mastercard,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-05-20,2499,584,165,2025-05-28,8,contested,lost,2025-06-07
DSP000685,TXN0152458,M000219,CUS0054046,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-07-04,1499,668,214,2025-07-25,21,contested,won,2025-07-18
DSP000686,TXN0152480,M000219,CUS0054368,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-06-03,1499,595,206,2025-06-13,10,contested,won,2025-07-05
DSP000687,TXN0153524,M000219,,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-05-17,1499,720,221,2025-05-27,10,contested,won,2025-06-15
DSP000688,TXN0152945,M000219,CUS0054725,Mastercard,CREDIT_NOT_PROCESSED,Credit Not Processed,2026-01-12,1499,556,214,2026-02-02,21,contested,lost,2026-02-14
DSP000689,TXN0151445,M000219,CUS0054221,Visa,SERVICE_NOT_RENDERED,Service Not Rendered,2025-03-08,1499,739,208,2025-03-26,18,contested,won,2025-04-17
DSP000690,TXN0153044,M000219,CUS0054553,RuPay,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2026-02-24,49999,505,234,2026-03-04,8,contested,lost,2026-03-28
DSP000691,TXN0151227,M000219,CUS0054632,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-03-30,1499,718,169,2025-04-19,20,contested,won,2025-04-18
